ts,disk_percent_lag_0,disk_percent_lag_1,disk_percent_lag_3,disk_percent_lag_5,disk_percent_lag_10,disk_percent_lag_20,disk_percent_roll_mean,disk_percent_roll_std,disk_percent_roll_max,disk_percent_roll_min,disk_percent_delta,disk_percent_ewma_fast,disk_percent_ewma_slow,disk_percent_trend,disk_percent_headroom,disk_percent_level_x_vol,disk_percent_slope_x_vol,disk_percent_steps_to_saturation,disk_percent_zscore_local,cpu_percent_now,mem_percent_now,hour,minute,second_of_minute,dayofweek,__target__
2026-07-17 15:25:58,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,40.7,70.5,15.0,25.0,58.0,4.0,85.8
2026-07-17 15:26:01,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,61.9,70.4,15.0,26.0,1.0,4.0,85.8
2026-07-17 15:26:04,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,62.6,69.9,15.0,26.0,4.0,4.0,85.8
2026-07-17 15:26:07,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,62.3,70.0,15.0,26.0,7.0,4.0,85.8
2026-07-17 15:26:10,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,62.3,70.0,15.0,26.0,10.0,4.0,85.8
2026-07-17 15:26:13,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,61.8,70.0,15.0,26.0,13.0,4.0,85.8
2026-07-17 15:26:16,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,76.4,70.1,15.0,26.0,16.0,4.0,85.8
2026-07-17 15:26:19,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,77.9,70.1,15.0,26.0,19.0,4.0,85.8
2026-07-17 15:26:22,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,74.8,70.1,15.0,26.0,22.0,4.0,85.8
2026-07-17 15:26:25,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,77.0,70.1,15.0,26.0,25.0,4.0,85.8
2026-07-17 15:26:28,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,76.5,70.1,15.0,26.0,28.0,4.0,85.8
2026-07-17 15:26:31,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,91.0,70.2,15.0,26.0,31.0,4.0,85.8
2026-07-17 15:26:34,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,89.4,70.2,15.0,26.0,34.0,4.0,85.8
2026-07-17 15:26:37,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,90.2,70.2,15.0,26.0,37.0,4.0,85.8
2026-07-17 15:26:40,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,90.1,70.2,15.0,26.0,40.0,4.0,85.8
2026-07-17 15:26:43,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,90.3,70.2,15.0,26.0,43.0,4.0,85.8
2026-07-17 15:26:46,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,95.15,70.25,15.0,26.0,46.0,4.0,85.8
2026-07-17 15:26:49,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,100.0,70.3,15.0,26.0,49.0,4.0,85.8
2026-07-17 15:26:52,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,100.0,70.3,15.0,26.0,52.0,4.0,85.8
2026-07-17 15:26:55,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,100.0,70.3,15.0,26.0,55.0,4.0,85.8
2026-07-17 15:26:58,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,100.0,70.5,15.0,26.0,58.0,4.0,85.8
2026-07-17 15:27:01,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,91.7,71.5,15.0,27.0,1.0,4.0,85.8
2026-07-17 15:27:04,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,95.0,71.7,15.0,27.0,4.0,4.0,85.8
2026-07-17 15:27:07,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,97.4,72.3,15.0,27.0,7.0,4.0,85.8
2026-07-17 15:27:10,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,60.35,73.19999999999999,15.0,27.0,10.0,4.0,85.8
2026-07-17 15:27:13,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,23.3,74.1,15.0,27.0,13.0,4.0,85.8
2026-07-17 15:27:16,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,69.7,74.6,15.0,27.0,16.0,4.0,85.8
2026-07-17 15:27:19,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,81.5,72.4,15.0,27.0,19.0,4.0,85.8
2026-07-17 15:27:22,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,72.4,71.1,15.0,27.0,22.0,4.0,85.8
2026-07-17 15:27:25,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,81.1,70.6,15.0,27.0,25.0,4.0,85.8
2026-07-17 15:27:28,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,76.2,70.1,15.0,27.0,28.0,4.0,85.8
2026-07-17 15:27:31,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,57.2,70.1,15.0,27.0,31.0,4.0,85.8
2026-07-17 15:27:34,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,62.5,69.8,15.0,27.0,34.0,4.0,85.8
2026-07-17 15:27:37,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,60.9,69.5,15.0,27.0,37.0,4.0,85.8
2026-07-17 15:27:40,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,63.3,69.5,15.0,27.0,40.0,4.0,85.8
2026-07-17 15:27:43,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,56.4,69.5,15.0,27.0,43.0,4.0,85.8
2026-07-17 15:27:46,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,42.6,69.4,15.0,27.0,46.0,4.0,85.8
2026-07-17 15:27:49,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,45.3,69.3,15.0,27.0,49.0,4.0,85.8
2026-07-17 15:27:52,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,45.4,69.2,15.0,27.0,52.0,4.0,85.8
2026-07-17 15:27:55,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,42.8,68.5,15.0,27.0,55.0,4.0,85.8
2026-07-17 15:27:58,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,41.3,68.7,15.0,27.0,58.0,4.0,85.7
2026-07-17 15:28:01,85.7,85.8,85.8,85.8,85.8,85.8,85.78999999999999,0.031622776601680995,85.8,85.7,-0.09999999999999432,85.75,85.78181818181817,-0.03181818181816709,14.299999999999997,2.7100719547640613,-0.0031622776601679197,285.99999999999994,-2.846049894151452,24.0,68.3,15.0,28.0,1.0,4.0,85.7
2026-07-17 15:28:04,85.7,85.7,85.8,85.8,85.8,85.8,85.78,0.04216370213557271,85.8,85.7,0.0,85.725,85.76694214876031,-0.0419421487603131,14.299999999999997,3.6134292730185815,0.0,285.99999999999994,-1.8973665961012427,27.4,68.3,15.0,28.0,4.0,4.0,85.7
2026-07-17 15:28:07,85.7,85.7,85.8,85.8,85.8,85.8,85.77000000000001,0.048304589153955406,85.8,85.7,0.0,85.7125,85.7547708489857,-0.04227084898569444,14.299999999999997,4.139703290493978,0.0,285.99999999999994,-1.4491376746193785,25.8,68.3,15.0,28.0,7.0,4.0,85.7
2026-07-17 15:28:10,85.7,85.7,85.7,85.8,85.8,85.8,85.75999999999999,0.05163977794942048,85.8,85.7,0.0,85.70625000000001,85.74481251280648,-0.03856251280646461,14.299999999999997,4.425528970265335,0.0,285.99999999999994,-1.1618950038622582,26.6,68.3,15.0,28.0,10.0,4.0,85.7
2026-07-17 15:28:13,85.7,85.7,85.7,85.8,85.8,85.8,85.75,0.05270462766945923,85.8,85.7,0.0,85.703125,85.73666478320528,-0.033539783205284834,14.299999999999997,4.516786591272656,0.0,285.99999999999994,-0.9486832980507076,27.4,68.3,15.0,28.0,13.0,4.0,85.7
2026-07-17 15:28:16,85.7,85.7,85.7,85.7,85.8,85.8,85.74000000000001,0.05163977794941467,85.8,85.7,0.0,85.7015625,85.72999845898613,-0.02843595898613671,14.299999999999997,4.425528970264837,0.0,285.99999999999994,-0.7745966692418678,26.9,68.3,15.0,28.0,16.0,4.0,85.7
2026-07-17 15:28:19,85.7,85.7,85.7,85.7,85.8,85.8,85.72999999999999,0.048304589153940966,85.8,85.7,0.0,85.70078125,85.72454419371591,-0.02376294371590859,14.299999999999997,4.139703290492741,0.0,285.99999999999994,-0.6210590034081546,12.9,68.1,15.0,28.0,19.0,4.0,85.7
2026-07-17 15:28:22,85.7,85.7,85.7,85.7,85.8,85.8,85.72,0.04216370213554591,85.8,85.7,0.0,85.70039062500001,85.72008161304028,-0.019690988040267143,14.299999999999997,3.6134292730162847,0.0,285.99999999999994,-0.4743416490255279,11.6,68.1,15.0,28.0,22.0,4.0,85.7
2026-07-17 15:28:25,85.7,85.7,85.7,85.7,85.8,85.8,85.71000000000001,0.03162277660163578,85.8,85.7,0.0,85.7001953125,85.7164304106693,-0.016235098169303797,14.299999999999997,2.7100719547601866,0.0,285.99999999999994,-0.3162277660174798,12.4,68.1,15.0,28.0,25.0,4.0,85.7
2026-07-17 15:28:28,85.7,85.7,85.7,85.7,85.8,85.8,85.7,0.0,85.7,85.7,0.0,85.70009765625,85.71344306327488,-0.013345407024885958,14.299999999999997,0.0,0.0,285.99999999999994,0.0,12.7,68.1,15.0,28.0,28.0,4.0,85.7
2026-07-17 15:28:31,85.7,85.7,85.7,85.7,85.7,85.8,85.7,0.0,85.7,85.7,0.0,85.700048828125,85.71099886995216,-0.010950041827157975,14.299999999999997,0.0,0.0,285.99999999999994,0.0,11.1,68.1,15.0,28.0,31.0,4.0,85.7
2026-07-17 15:28:34,85.7,85.7,85.7,85.7,85.7,85.8,85.7,0.0,85.7,85.7,0.0,85.70002441406251,85.70899907541539,-0.008974661352880275,14.299999999999997,0.0,0.0,285.99999999999994,0.0,4.3,68.0,15.0,28.0,34.0,4.0,85.7
2026-07-17 15:28:37,85.7,85.7,85.7,85.7,85.7,85.8,85.7,0.0,85.7,85.7,0.0,85.70001220703125,85.70736287988531,-0.007350672854059326,14.299999999999997,0.0,0.0,285.99999999999994,0.0,3.8,68.0,15.0,28.0,37.0,4.0,85.7
2026-07-17 15:28:40,85.7,85.7,85.7,85.7,85.7,85.8,85.7,0.0,85.7,85.7,0.0,85.70000610351562,85.70602417445161,-0.0060180709359940465,14.299999999999997,0.0,0.0,285.99999999999994,0.0,3.9,68.0,15.0,28.0,40.0,4.0,85.7
2026-07-17 15:28:43,85.7,85.7,85.7,85.7,85.7,85.8,85.7,0.0,85.7,85.7,0.0,85.70000305175782,85.70492887000586,-0.004925818248040059,14.299999999999997,0.0,0.0,285.99999999999994,0.0,4.5,68.0,15.0,28.0,43.0,4.0,85.7
2026-07-17 15:28:46,85.7,85.7,85.7,85.7,85.7,85.8,85.7,0.0,85.7,85.7,0.0,85.70000152587892,85.70403271182296,-0.004031185944043614,14.299999999999997,0.0,0.0,285.99999999999994,0.0,3.3,68.0,15.0,28.0,46.0,4.0,85.7
2026-07-17 15:28:49,85.7,85.7,85.7,85.7,85.7,85.8,85.7,0.0,85.7,85.7,0.0,85.70000076293945,85.7032994914915,-0.003298728552053376,14.299999999999997,0.0,0.0,285.99999999999994,0.0,0.5,68.0,15.0,28.0,49.0,4.0,85.7
2026-07-17 15:28:52,85.7,85.7,85.7,85.7,85.7,85.8,85.7,0.0,85.7,85.7,0.0,85.70000038146972,85.70269958394759,-0.002699202477870699,14.299999999999997,0.0,0.0,285.99999999999994,0.0,0.2,68.0,15.0,28.0,52.0,4.0,85.7
2026-07-17 15:28:55,85.7,85.7,85.7,85.7,85.7,85.8,85.7,0.0,85.7,85.7,0.0,85.70000019073487,85.70220875050256,-0.002208559767694851,14.299999999999997,0.0,0.0,285.99999999999994,0.0,0.1,68.0,15.0,28.0,55.0,4.0,85.7
2026-07-17 15:28:58,85.7,85.7,85.7,85.7,85.7,85.8,85.7,0.0,85.7,85.7,0.0,85.70000009536744,85.7018071595021,-0.0018070641346525917,14.299999999999997,0.0,0.0,285.99999999999994,0.0,0.2,68.0,15.0,28.0,58.0,4.0,85.7
2026-07-17 15:29:01,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000004768372,85.70147858504716,-0.0014785373634396137,14.299999999999997,0.0,0.0,285.99999999999994,0.0,0.9,68.0,15.0,29.0,1.0,4.0,85.7
2026-07-17 15:29:04,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000002384185,85.7012097514022,-0.0012097275603508706,14.299999999999997,0.0,0.0,285.99999999999994,0.0,3.8,68.0,15.0,29.0,4.0,4.0,85.7
2026-07-17 15:29:07,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000001192093,85.70098979660179,-0.0009897846808542,14.299999999999997,0.0,0.0,285.99999999999994,0.0,4.3,68.0,15.0,29.0,7.0,4.0,85.7
2026-07-17 15:29:10,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000596048,85.70080983358328,-0.0008098276228025725,14.299999999999997,0.0,0.0,285.99999999999994,0.0,3.0,68.0,15.0,29.0,10.0,4.0,85.7
2026-07-17 15:29:13,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000298023,85.70066259111358,-0.0006625881333519601,14.299999999999997,0.0,0.0,285.99999999999994,0.0,2.8,68.0,15.0,29.0,13.0,4.0,85.7
2026-07-17 15:29:16,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000149011,85.70054212000201,-0.0005421185119018901,14.299999999999997,0.0,0.0,285.99999999999994,0.0,3.7,68.0,15.0,29.0,16.0,4.0,85.7
2026-07-17 15:29:19,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000074506,85.70044355272891,-0.00044355198384948835,14.299999999999997,0.0,0.0,285.99999999999994,0.0,12.4,68.1,15.0,29.0,19.0,4.0,85.7
2026-07-17 15:29:22,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000037254,85.7003629067782,-0.00036290640565539434,14.299999999999997,0.0,0.0,285.99999999999994,0.0,14.3,68.1,15.0,29.0,22.0,4.0,85.7
2026-07-17 15:29:25,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000018626,85.7002969237276,-0.0002969235413416982,14.299999999999997,0.0,0.0,285.99999999999994,0.0,14.1,68.1,15.0,29.0,25.0,4.0,85.7
2026-07-17 15:29:28,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000009313,85.7002429375953,-0.00024293750217907473,14.299999999999997,0.0,0.0,285.99999999999994,0.0,13.3,68.1,15.0,29.0,28.0,4.0,85.7
2026-07-17 15:29:31,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000004657,85.70019876712342,-0.000198767076852846,14.299999999999997,0.0,0.0,285.99999999999994,0.0,13.6,68.1,15.0,29.0,31.0,4.0,85.7
2026-07-17 15:29:34,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.7000000000233,85.70016262764643,-0.00016262762314056545,14.299999999999997,0.0,0.0,285.99999999999994,0.0,26.7,68.3,15.0,29.0,34.0,4.0,85.7
2026-07-17 15:29:37,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000001164,85.70013305898344,-0.00013305897179805015,14.299999999999997,0.0,0.0,285.99999999999994,0.0,26.5,68.3,15.0,29.0,37.0,4.0,85.7
2026-07-17 15:29:40,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000582,85.70010886644098,-0.00010886643516982986,14.299999999999997,0.0,0.0,285.99999999999994,0.0,25.3,68.3,15.0,29.0,40.0,4.0,85.7
2026-07-17 15:29:43,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000292,85.70008907254261,-8.90725396942571e-05,14.299999999999997,0.0,0.0,285.99999999999994,0.0,25.5,68.3,15.0,29.0,43.0,4.0,85.7
2026-07-17 15:29:46,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000147,85.70007287753485,-7.287753338403036e-05,14.299999999999997,0.0,0.0,285.99999999999994,0.0,20.5,68.4,15.0,29.0,46.0,4.0,85.7
2026-07-17 15:29:49,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000073,85.70005962707395,-5.962707322737515e-05,14.299999999999997,0.0,0.0,285.99999999999994,0.0,40.6,68.6,15.0,29.0,49.0,4.0,85.7
2026-07-17 15:29:52,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000036,85.70004878578777,-4.878578741340789e-05,14.299999999999997,0.0,0.0,285.99999999999994,0.0,41.5,68.6,15.0,29.0,52.0,4.0,85.7
2026-07-17 15:29:55,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000019,85.70003991564454,-3.99156443506854e-05,14.299999999999997,0.0,0.0,285.99999999999994,0.0,43.0,68.5,15.0,29.0,55.0,4.0,85.7
2026-07-17 15:29:58,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.7000000000001,85.70003265825461,-3.265825451137516e-05,14.299999999999997,0.0,0.0,285.99999999999994,0.0,43.3,68.5,15.0,29.0,58.0,4.0,85.7
2026-07-17 15:30:01,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000005,85.70002672039013,-2.672039008189131e-05,14.299999999999997,0.0,0.0,285.99999999999994,0.0,44.1,68.5,15.0,30.0,1.0,4.0,85.7
2026-07-17 15:30:04,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000002,85.70002186213736,-2.1862137344896837e-05,14.299999999999997,0.0,0.0,285.99999999999994,0.0,59.9,68.7,15.0,30.0,4.0,4.0,85.7
2026-07-17 15:30:07,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000002,85.70001788720329,-1.7887203270561258e-05,14.299999999999997,0.0,0.0,285.99999999999994,0.0,64.9,68.7,15.0,30.0,7.0,4.0,85.7
2026-07-17 15:30:10,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000002,85.7000146349845,-1.4634984481176616e-05,14.299999999999997,0.0,0.0,285.99999999999994,0.0,63.8,68.7,15.0,30.0,10.0,4.0,85.7
2026-07-17 15:30:13,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000002,85.70001197407822,-1.1974078205412297e-05,14.299999999999997,0.0,0.0,285.99999999999994,0.0,62.3,68.7,15.0,30.0,13.0,4.0,85.7
2026-07-17 15:30:16,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000002,85.70000979697308,-9.79697306036087e-06,14.299999999999997,0.0,0.0,285.99999999999994,0.0,65.4,68.7,15.0,30.0,16.0,4.0,85.7
2026-07-17 15:30:19,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000002,85.70000801570524,-8.015705219577285e-06,14.299999999999997,0.0,0.0,285.99999999999994,0.0,74.0,68.8,15.0,30.0,19.0,4.0,85.7
2026-07-17 15:30:22,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000002,85.70000655830428,-6.558304264103754e-06,14.299999999999997,0.0,0.0,285.99999999999994,0.0,78.5,68.8,15.0,30.0,22.0,4.0,85.7
2026-07-17 15:30:25,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000002,85.70000536588532,-5.365885300534501e-06,14.299999999999997,0.0,0.0,285.99999999999994,0.0,77.4,68.8,15.0,30.0,25.0,4.0,85.7
2026-07-17 15:30:28,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000002,85.7000043902698,-4.390269779719347e-06,14.299999999999997,0.0,0.0,285.99999999999994,0.0,76.6,68.8,15.0,30.0,28.0,4.0,85.7
2026-07-17 15:30:31,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000002,85.70000359203891,-3.592038893884819e-06,14.299999999999997,0.0,0.0,285.99999999999994,0.0,77.3,68.8,15.0,30.0,31.0,4.0,85.7
2026-07-17 15:30:34,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000002,85.70000293894091,-2.938940895091946e-06,14.299999999999997,0.0,0.0,285.99999999999994,0.0,84.7,68.9,15.0,30.0,34.0,4.0,85.7
2026-07-17 15:30:37,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000002,85.700002404588,-2.404587988280582e-06,14.299999999999997,0.0,0.0,285.99999999999994,0.0,91.7,68.9,15.0,30.0,37.0,4.0,85.7
2026-07-17 15:30:40,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000002,85.70000196739018,-1.9673901618944e-06,14.299999999999997,0.0,0.0,285.99999999999994,0.0,91.5,68.9,15.0,30.0,40.0,4.0,85.7
2026-07-17 15:30:43,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000002,85.70000160968287,-1.6096828545641984e-06,14.299999999999997,0.0,0.0,285.99999999999994,0.0,91.0,68.9,15.0,30.0,43.0,4.0,85.7
2026-07-17 15:30:46,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000002,85.70000131701325,-1.3170132291406844e-06,14.299999999999997,0.0,0.0,285.99999999999994,0.0,90.5,68.9,15.0,30.0,46.0,4.0,85.7
2026-07-17 15:30:49,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000002,85.70000107755628,-1.077556262885082e-06,14.299999999999997,0.0,0.0,285.99999999999994,0.0,93.5,68.9,15.0,30.0,49.0,4.0,85.7
2026-07-17 15:30:52,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000002,85.70000088163695,-8.816369359010423e-07,14.299999999999997,0.0,0.0,285.99999999999994,0.0,100.0,68.9,15.0,30.0,52.0,4.0,85.7
2026-07-17 15:30:55,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000002,85.70000072133932,-7.213393047322825e-07,14.299999999999997,0.0,0.0,285.99999999999994,0.0,100.0,68.9,15.0,30.0,55.0,4.0,85.7
2026-07-17 15:30:58,85.7,85.7,85.7,85.7,85.7,85.7,85.7,0.0,85.7,85.7,0.0,85.70000000000002,85.7000005901867,-5.90186687077221e-07,14.299999999999997,0.0,0.0,285.99999999999994,0.0,100.0,68.9,15.0,30.0,58.0,4.0,85.7
