ts,disk_percent_lag_0,disk_percent_lag_1,disk_percent_lag_3,disk_percent_lag_5,disk_percent_lag_10,disk_percent_lag_20,disk_percent_roll_mean,disk_percent_roll_std,disk_percent_roll_max,disk_percent_roll_min,disk_percent_delta,disk_percent_ewma_fast,disk_percent_ewma_slow,disk_percent_trend,disk_percent_headroom,disk_percent_level_x_vol,disk_percent_slope_x_vol,disk_percent_steps_to_saturation,disk_percent_zscore_local,cpu_percent_now,mem_percent_now,hour,minute,second_of_minute,dayofweek,__target__
2026-07-17 15:22:16,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,78.3,70.9,15.0,22.0,16.0,4.0,85.8
2026-07-17 15:22:19,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,76.1,70.9,15.0,22.0,19.0,4.0,85.8
2026-07-17 15:22:22,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,76.9,70.9,15.0,22.0,22.0,4.0,85.8
2026-07-17 15:22:25,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,76.9,70.9,15.0,22.0,25.0,4.0,85.8
2026-07-17 15:22:28,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,77.6,70.9,15.0,22.0,28.0,4.0,85.8
2026-07-17 15:22:31,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,91.1,71.0,15.0,22.0,31.0,4.0,85.8
2026-07-17 15:22:34,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,91.7,71.0,15.0,22.0,34.0,4.0,85.8
2026-07-17 15:22:37,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,90.6,71.0,15.0,22.0,37.0,4.0,85.8
2026-07-17 15:22:40,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,90.6,71.0,15.0,22.0,40.0,4.0,85.8
2026-07-17 15:22:43,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,91.1,71.0,15.0,22.0,43.0,4.0,85.8
2026-07-17 15:22:46,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,95.55,71.0,15.0,22.0,46.0,4.0,85.8
2026-07-17 15:22:49,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,100.0,71.0,15.0,22.0,49.0,4.0,85.8
2026-07-17 15:22:52,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,100.0,71.0,15.0,22.0,52.0,4.0,85.8
2026-07-17 15:22:55,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,100.0,71.0,15.0,22.0,55.0,4.0,85.8
2026-07-17 15:22:58,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,100.0,71.1,15.0,22.0,58.0,4.0,85.8
2026-07-17 15:23:01,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,93.7,71.1,15.0,23.0,1.0,4.0,85.8
2026-07-17 15:23:04,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,90.0,71.0,15.0,23.0,4.0,4.0,85.8
2026-07-17 15:23:07,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,90.9,70.9,15.0,23.0,7.0,4.0,85.8
2026-07-17 15:23:10,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,92.5,70.9,15.0,23.0,10.0,4.0,85.8
2026-07-17 15:23:13,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,91.4,70.9,15.0,23.0,13.0,4.0,85.8
2026-07-17 15:23:16,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,76.9,70.9,15.0,23.0,16.0,4.0,85.8
2026-07-17 15:23:19,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,78.8,70.8,15.0,23.0,19.0,4.0,85.8
2026-07-17 15:23:22,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,77.3,70.8,15.0,23.0,22.0,4.0,85.8
2026-07-17 15:23:25,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,78.6,70.8,15.0,23.0,25.0,4.0,85.8
2026-07-17 15:23:28,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,77.9,70.8,15.0,23.0,28.0,4.0,85.8
2026-07-17 15:23:31,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,64.4,70.7,15.0,23.0,31.0,4.0,85.8
2026-07-17 15:23:34,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,62.4,70.7,15.0,23.0,34.0,4.0,85.8
2026-07-17 15:23:37,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,63.0,70.7,15.0,23.0,37.0,4.0,85.8
2026-07-17 15:23:40,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,63.7,70.7,15.0,23.0,40.0,4.0,85.8
2026-07-17 15:23:43,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,63.9,70.7,15.0,23.0,43.0,4.0,85.8
2026-07-17 15:23:46,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,45.5,70.6,15.0,23.0,46.0,4.0,85.8
2026-07-17 15:23:49,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,46.4,70.6,15.0,23.0,49.0,4.0,85.8
2026-07-17 15:23:52,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,44.6,70.6,15.0,23.0,52.0,4.0,85.8
2026-07-17 15:23:55,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,45.0,70.6,15.0,23.0,55.0,4.0,85.8
2026-07-17 15:23:58,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,44.5,70.6,15.0,23.0,58.0,4.0,85.8
2026-07-17 15:24:01,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,26.3,70.5,15.0,24.0,1.0,4.0,85.8
2026-07-17 15:24:04,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,25.5,70.5,15.0,24.0,4.0,4.0,85.8
2026-07-17 15:24:07,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,25.9,70.5,15.0,24.0,7.0,4.0,85.8
2026-07-17 15:24:10,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,26.9,70.4,15.0,24.0,10.0,4.0,85.8
2026-07-17 15:24:13,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,25.3,70.4,15.0,24.0,13.0,4.0,85.8
2026-07-17 15:24:16,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,11.6,70.3,15.0,24.0,16.0,4.0,85.8
2026-07-17 15:24:19,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,11.3,70.3,15.0,24.0,19.0,4.0,85.8
2026-07-17 15:24:22,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,11.2,70.3,15.0,24.0,22.0,4.0,85.8
2026-07-17 15:24:25,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,11.9,70.3,15.0,24.0,25.0,4.0,85.8
2026-07-17 15:24:28,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,10.9,70.3,15.0,24.0,28.0,4.0,85.8
2026-07-17 15:24:31,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,3.9,70.2,15.0,24.0,31.0,4.0,85.8
2026-07-17 15:24:34,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,4.0,70.3,15.0,24.0,34.0,4.0,85.8
2026-07-17 15:24:37,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,4.3,70.6,15.0,24.0,37.0,4.0,85.8
2026-07-17 15:24:40,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,4.6,70.6,15.0,24.0,40.0,4.0,85.8
2026-07-17 15:24:43,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,4.1,70.6,15.0,24.0,43.0,4.0,85.8
2026-07-17 15:24:46,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,0.2,70.6,15.0,24.0,46.0,4.0,85.8
2026-07-17 15:24:49,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,0.7,70.5,15.0,24.0,49.0,4.0,85.8
2026-07-17 15:24:52,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,0.2,70.6,15.0,24.0,52.0,4.0,85.8
2026-07-17 15:24:55,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,0.0,70.5,15.0,24.0,55.0,4.0,85.8
2026-07-17 15:24:58,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,0.8,70.9,15.0,24.0,58.0,4.0,85.8
2026-07-17 15:25:01,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,4.1,70.6,15.0,25.0,1.0,4.0,85.8
2026-07-17 15:25:04,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,4.9,70.6,15.0,25.0,4.0,4.0,85.8
2026-07-17 15:25:07,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,4.5,70.7,15.0,25.0,7.0,4.0,85.8
2026-07-17 15:25:10,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,4.1,70.7,15.0,25.0,10.0,4.0,85.8
2026-07-17 15:25:13,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,4.6,70.1,15.0,25.0,13.0,4.0,85.8
2026-07-17 15:25:16,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,11.4,70.1,15.0,25.0,16.0,4.0,85.8
2026-07-17 15:25:19,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,13.8,70.1,15.0,25.0,19.0,4.0,85.8
2026-07-17 15:25:22,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,12.7,70.1,15.0,25.0,22.0,4.0,85.8
2026-07-17 15:25:25,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,12.1,70.1,15.0,25.0,25.0,4.0,85.8
2026-07-17 15:25:28,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,13.2,70.1,15.0,25.0,28.0,4.0,85.8
2026-07-17 15:25:31,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,27.2,70.2,15.0,25.0,31.0,4.0,85.8
2026-07-17 15:25:34,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,27.9,70.2,15.0,25.0,34.0,4.0,85.8
2026-07-17 15:25:37,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,26.9,70.2,15.0,25.0,37.0,4.0,85.8
2026-07-17 15:25:40,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,26.6,70.2,15.0,25.0,40.0,4.0,85.8
2026-07-17 15:25:43,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,26.5,70.2,15.0,25.0,43.0,4.0,85.8
2026-07-17 15:25:46,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,45.2,70.4,15.0,25.0,46.0,4.0,85.8
2026-07-17 15:25:49,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,46.8,70.4,15.0,25.0,49.0,4.0,85.8
2026-07-17 15:25:52,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,46.1,70.2,15.0,25.0,52.0,4.0,85.8
2026-07-17 15:25:55,85.8,85.8,85.8,85.8,85.8,85.8,85.8,0.0,85.8,85.8,0.0,85.8,85.8,0.0,14.200000000000003,0.0,0.0,284.00000000000006,0.0,45.4,70.2,15.0,25.0,55.0,4.0,85.8
