ts,segment_id,cpu_percent,mem_percent,mem_used_mb,disk_percent,disk_used_gb,regime,is_imputed,is_outlier
2026-07-22 17:27:19,4,7.5,64.7,10209.97,84.4,400.9,idle,0,0
2026-07-22 17:27:22,4,14.7,64.9,10229.11,84.4,400.9,idle,0,1
2026-07-22 17:27:25,4,10.8,66.5,10491.4,84.4,400.9,idle,0,1
2026-07-22 17:27:28,4,16.8,65.7,10367.21,84.4,400.9,ramp,0,0
2026-07-22 17:27:31,4,11.5,65.8,10382.11,84.4,400.9,idle,0,0
2026-07-22 17:27:34,4,10.6,65.7,10368.71,84.4,400.9,idle,0,0
2026-07-22 17:27:37,4,18.3,65.9,10387.7,84.4,400.9,ramp,0,0
2026-07-22 17:27:40,4,11.6,65.8,10371.7,84.4,400.9,idle,0,0
2026-07-22 17:27:43,4,9.2,65.7,10369.81,84.4,400.9,idle,0,0
2026-07-22 17:27:46,4,10.5,65.7,10363.66,84.4,400.9,idle,0,0
2026-07-22 17:27:49,4,11.9,65.7,10367.75,84.4,400.9,idle,0,0
2026-07-22 17:27:52,4,19.1,64.9,10238.29,84.4,400.9,ramp,0,0
2026-07-22 17:27:55,4,12.1,64.8,10215.91,84.4,400.9,idle,0,0
2026-07-22 17:27:58,4,14.9,65.0,10257.51,84.4,400.9,idle,0,0
2026-07-22 17:28:01,4,15.6,65.0,10253.59,84.4,400.92,ramp,0,0
2026-07-22 17:28:04,4,11.3,65.5,10326.46,84.4,400.92,idle,0,0
2026-07-22 17:28:07,4,16.1,66.0,10414.41,84.4,400.92,ramp,0,0
2026-07-22 17:28:10,4,7.0,66.5,10485.29,84.4,400.92,idle,0,1
2026-07-22 17:28:13,4,15.7,65.5,10331.07,84.4,400.92,ramp,0,0
2026-07-22 17:28:16,4,2.9,65.4,10320.05,84.4,400.92,idle,0,0
2026-07-22 17:28:19,4,2.5,65.4,10312.51,84.4,400.92,idle,0,0
2026-07-22 17:28:22,4,3.7,65.4,10310.36,84.4,400.92,idle,0,0
2026-07-22 17:28:25,4,3.1,65.4,10309.77,84.4,400.92,idle,0,0
2026-07-22 17:28:28,4,11.7,65.4,10308.47,84.4,400.92,idle,0,0
2026-07-22 17:28:31,4,4.5,65.4,10308.38,84.4,400.92,idle,0,0
