ts,mem_percent_lag_0,mem_percent_lag_1,mem_percent_lag_3,mem_percent_lag_5,mem_percent_lag_10,mem_percent_lag_20,mem_percent_roll_mean,mem_percent_roll_std,mem_percent_roll_max,mem_percent_roll_min,mem_percent_delta,mem_percent_ewma_fast,mem_percent_ewma_slow,mem_percent_trend,mem_percent_headroom,mem_percent_level_x_vol,mem_percent_slope_x_vol,mem_percent_steps_to_saturation,mem_percent_zscore_local,cpu_percent_now,disk_percent_now,hour,minute,second_of_minute,dayofweek,__target__
2026-07-17 15:23:58,70.6,70.6,70.6,70.7,70.8,71.1,70.65,0.052704627668225645,70.7,70.6,0.0,70.60322928419055,70.65934645552849,-0.05611717133794514,29.400000000000006,3.72094671337673,0.0,588.0000000000001,-0.9486832980731816,44.5,85.8,15.0,23.0,58.0,4.0,70.5
2026-07-17 15:24:01,70.5,70.6,70.6,70.6,70.7,71.1,70.63,0.06749485577006041,70.7,70.5,-0.09999999999999432,70.55161464209527,70.63037437270512,-0.0787597306098462,29.5,4.758387331789259,-0.006749485577005657,590.0,-1.9260727134950228,26.3,85.8,15.0,24.0,1.0,4.0,70.5
2026-07-17 15:24:04,70.5,70.5,70.6,70.6,70.7,71.0,70.60999999999999,0.07378647873633169,70.7,70.5,0.0,70.52580732104764,70.60666994130418,-0.08086262025653923,29.5,5.201946750911384,0.0,590.0,-1.490788039812264,25.5,85.8,15.0,24.0,4.0,4.0,70.5
2026-07-17 15:24:07,70.5,70.5,70.6,70.6,70.7,70.9,70.58999999999999,0.0737864787363104,70.7,70.5,0.0,70.51290366052382,70.5872754065216,-0.07437174599778018,29.5,5.201946750909883,0.0,590.0,-1.2197356689376764,25.9,85.8,15.0,24.0,7.0,4.0,70.4
2026-07-17 15:24:10,70.4,70.5,70.5,70.6,70.7,70.9,70.56,0.0843274042702945,70.7,70.4,-0.09999999999999432,70.45645183026191,70.55322533260858,-0.09677350234666449,29.599999999999994,5.936649260628734,-0.00843274042702897,591.9999999999999,-1.8973665961203885,26.9,85.8,15.0,24.0,10.0,4.0,70.4
2026-07-17 15:24:13,70.4,70.4,70.5,70.6,70.7,70.9,70.53,0.08232726023394331,70.6,70.4,0.0,70.42822591513095,70.5253661812252,-0.09714026609424309,29.599999999999994,5.795839120469609,0.0,591.9999999999999,-1.5790638438663456,25.3,85.8,15.0,24.0,13.0,4.0,70.3
2026-07-17 15:24:16,70.3,70.4,70.5,70.5,70.6,70.9,70.5,0.10540925533821104,70.6,70.3,-0.10000000000000853,70.36411295756548,70.48439051191153,-0.12027755434604614,29.700000000000003,7.410270650276235,-0.010540925533822002,594.0,-1.8973665961142836,11.6,85.8,15.0,24.0,16.0,4.0,70.3
2026-07-17 15:24:19,70.3,70.3,70.4,70.5,70.6,70.8,70.47,0.11595018087215285,70.6,70.3,0.0,70.33205647878273,70.45086496429124,-0.11880848550850942,29.700000000000003,8.151297715312346,0.0,594.0,-1.4661469151776867,11.3,85.8,15.0,24.0,19.0,4.0,70.3
2026-07-17 15:24:22,70.3,70.3,70.4,70.5,70.6,70.8,70.44,0.1173787790770282,70.6,70.3,0.0,70.31602823939136,70.42343497078375,-0.10740673139238766,29.700000000000003,8.251728169115083,0.0,594.0,-1.1927198519259388,11.2,85.8,15.0,24.0,22.0,4.0,70.3
2026-07-17 15:24:25,70.3,70.3,70.3,70.4,70.6,70.8,70.41,0.11005049346069591,70.6,70.3,0.0,70.30801411969568,70.40099224882306,-0.09297812912737413,29.700000000000003,7.736549690286922,0.0,594.0,-0.9995411791523269,11.9,85.8,15.0,24.0,25.0,4.0,70.3
