ts,column_name,mean,max,p95,samples
2026-07-17T15:00:00,cpu_percent,3.9333333333333336,5.7,5.3149999999999995,12
2026-07-17T15:00:00,disk_percent,85.71249999999999,86.1,86.1,12
2026-07-17T15:00:00,disk_used_gb,265.5229166666667,266.7,266.7,12
2026-07-17T15:00:00,mem_percent,71.38333333333334,72.6,72.545,12
2026-07-17T15:00:00,mem_used_mb,11459.40625,11651.05,11645.8085,12
2026-07-17T15:01:00,cpu_percent,3.6999999999999997,5.5,5.22,9
2026-07-17T15:01:00,disk_percent,85.7,85.7,85.7,9
2026-07-17T15:01:00,disk_used_gb,265.41,265.41,265.41,9
2026-07-17T15:01:00,mem_percent,70.03333333333335,71.25,70.71000000000001,9
2026-07-17T15:01:00,mem_used_mb,11241.458333333334,11438.92,11354.068000000001,9
2026-07-17T15:02:00,cpu_percent,,,,0
2026-07-17T15:02:00,disk_percent,,,,0
2026-07-17T15:02:00,disk_used_gb,,,,0
2026-07-17T15:02:00,mem_percent,,,,0
2026-07-17T15:02:00,mem_used_mb,,,,0
2026-07-17T15:03:00,cpu_percent,,,,0
2026-07-17T15:03:00,disk_percent,,,,0
2026-07-17T15:03:00,disk_used_gb,,,,0
2026-07-17T15:03:00,mem_percent,,,,0
2026-07-17T15:03:00,mem_used_mb,,,,0
2026-07-17T15:04:00,cpu_percent,,,,0
2026-07-17T15:04:00,disk_percent,,,,0
2026-07-17T15:04:00,disk_used_gb,,,,0
2026-07-17T15:04:00,mem_percent,,,,0
2026-07-17T15:04:00,mem_used_mb,,,,0
2026-07-17T15:05:00,cpu_percent,,,,0
2026-07-17T15:05:00,disk_percent,,,,0
2026-07-17T15:05:00,disk_used_gb,,,,0
2026-07-17T15:05:00,mem_percent,,,,0
2026-07-17T15:05:00,mem_used_mb,,,,0
2026-07-17T15:06:00,cpu_percent,,,,0
2026-07-17T15:06:00,disk_percent,,,,0
2026-07-17T15:06:00,disk_used_gb,,,,0
2026-07-17T15:06:00,mem_percent,,,,0
2026-07-17T15:06:00,mem_used_mb,,,,0
2026-07-17T15:07:00,cpu_percent,,,,0
2026-07-17T15:07:00,disk_percent,,,,0
2026-07-17T15:07:00,disk_used_gb,,,,0
2026-07-17T15:07:00,mem_percent,,,,0
2026-07-17T15:07:00,mem_used_mb,,,,0
2026-07-17T15:08:00,cpu_percent,,,,0
2026-07-17T15:08:00,disk_percent,,,,0
2026-07-17T15:08:00,disk_used_gb,,,,0
2026-07-17T15:08:00,mem_percent,,,,0
2026-07-17T15:08:00,mem_used_mb,,,,0
2026-07-17T15:09:00,cpu_percent,,,,0
2026-07-17T15:09:00,disk_percent,,,,0
2026-07-17T15:09:00,disk_used_gb,,,,0
2026-07-17T15:09:00,mem_percent,,,,0
2026-07-17T15:09:00,mem_used_mb,,,,0
2026-07-17T15:10:00,cpu_percent,,,,0
2026-07-17T15:10:00,disk_percent,,,,0
2026-07-17T15:10:00,disk_used_gb,,,,0
2026-07-17T15:10:00,mem_percent,,,,0
2026-07-17T15:10:00,mem_used_mb,,,,0
2026-07-17T15:11:00,cpu_percent,,,,0
2026-07-17T15:11:00,disk_percent,,,,0
2026-07-17T15:11:00,disk_used_gb,,,,0
2026-07-17T15:11:00,mem_percent,,,,0
2026-07-17T15:11:00,mem_used_mb,,,,0
2026-07-17T15:12:00,cpu_percent,,,,0
2026-07-17T15:12:00,disk_percent,,,,0
2026-07-17T15:12:00,disk_used_gb,,,,0
2026-07-17T15:12:00,mem_percent,,,,0
2026-07-17T15:12:00,mem_used_mb,,,,0
2026-07-17T15:13:00,cpu_percent,,,,0
2026-07-17T15:13:00,disk_percent,,,,0
2026-07-17T15:13:00,disk_used_gb,,,,0
2026-07-17T15:13:00,mem_percent,,,,0
2026-07-17T15:13:00,mem_used_mb,,,,0
2026-07-17T15:14:00,cpu_percent,,,,0
2026-07-17T15:14:00,disk_percent,,,,0
2026-07-17T15:14:00,disk_used_gb,,,,0
2026-07-17T15:14:00,mem_percent,,,,0
2026-07-17T15:14:00,mem_used_mb,,,,0
2026-07-17T15:15:00,cpu_percent,,,,0
2026-07-17T15:15:00,disk_percent,,,,0
2026-07-17T15:15:00,disk_used_gb,,,,0
2026-07-17T15:15:00,mem_percent,,,,0
2026-07-17T15:15:00,mem_used_mb,,,,0
2026-07-17T15:16:00,cpu_percent,,,,0
2026-07-17T15:16:00,disk_percent,,,,0
2026-07-17T15:16:00,disk_used_gb,,,,0
2026-07-17T15:16:00,mem_percent,,,,0
2026-07-17T15:16:00,mem_used_mb,,,,0
2026-07-17T15:17:00,cpu_percent,24.3,41.5,41.29,8
2026-07-17T15:17:00,disk_percent,85.8,85.8,85.8,8
2026-07-17T15:17:00,disk_used_gb,265.71,265.71,265.71,8
2026-07-17T15:17:00,mem_percent,70.65,71.0,70.965,8
2026-07-17T15:17:00,mem_used_mb,11340.7225,11392.83,11387.50125,8
2026-07-17T15:18:00,cpu_percent,72.55,94.1,93.86,13
2026-07-17T15:18:00,disk_percent,85.79999999999998,85.8,85.8,13
2026-07-17T15:18:00,disk_used_gb,265.71,265.71,265.71,13
